taxonKey
2479630
2479660
2479617
2485689
7870692
2485495
2487618
2491623
6086929
5230242
2475269
7537530
5959198
2478568
2486392
2487775
2486001
7679876
6101035
5230385
2485325
5230835
5230839
5230837
5230834
5230836
2490032
2490031
5789070
5232131
5232080
2476890
2491289
5230281
2482975
2483019
2482987
2487763
2475038
2486411
5229196
2486500
2487747
2490970
5229557
2482280
9434670
2490199
5788612
2490194
2490186
5230588
5230513
5230516
2475096
5228044
2485120
2476592
2476606
2476579
2485707
2485729
2484045
2483233
2483234
2483215
2483221
2483212
2483204
5228880
5228717
2486427
5229574
2486405
7660528
5789361
2490067
2479855
4851294
2476217
7752191
5230941
5230924
2486446
2485236
7380582
5789079
2490995
2478760
2490012
2490013
6093310
7859152
2477627
2480136
2480124
8898786
2486347
