species,lon,lat,source
Rhopias gularis,-49.116666,-27.058333,Hasui
Odontophorus capueira,-49.116666,-27.058333,Hasui
Philydor atricapillus,-49.116666,-27.058333,Hasui
Phylloscartes difficilis,-49.116666,-27.058333,Hasui
Phylloscartes paulista,-49.116666,-27.058333,Hasui
Piculus aurulentus,-49.116666,-27.058333,Hasui
Picumnus temminckii,-49.116666,-27.058333,Hasui
Ramphodon naevius,-49.116666,-27.058333,Hasui
Schiffornis virescens,-49.116666,-27.058333,Hasui
Sclerurus scansor,-49.116666,-27.058333,Hasui
Lipaugus ater,-49.116666,-27.058333,Hasui
Tinamus solitarius,-49.116666,-27.058333,Hasui
Rhopias gularis,-49.056111,-26.890555,Hasui
Odontophorus capueira,-49.056111,-26.890555,Hasui
Philydor atricapillus,-49.056111,-26.890555,Hasui
Pteroglossus bailloni,-49.056111,-26.890555,Hasui
Ramphodon naevius,-49.056111,-26.890555,Hasui
Schiffornis virescens,-49.056111,-26.890555,Hasui
Sclerurus scansor,-49.056111,-26.890555,Hasui
Myrmoderus loricatus,-49.091666,-27.058333,Hasui
Rhopias gularis,-49.091666,-27.058333,Hasui
Odontophorus capueira,-49.091666,-27.058333,Hasui
Philydor atricapillus,-49.091666,-27.058333,Hasui
Anabacerthia lichtensteini,-49.091666,-27.058333,Hasui
Phylloscartes difficilis,-49.091666,-27.058333,Hasui
Phylloscartes paulista,-49.091666,-27.058333,Hasui
Piculus aurulentus,-49.091666,-27.058333,Hasui
Pteroglossus bailloni,-49.091666,-27.058333,Hasui
Ramphodon naevius,-49.091666,-27.058333,Hasui
Saltator fuliginosus,-49.091666,-27.058333,Hasui
Schiffornis virescens,-49.091666,-27.058333,Hasui
Sclerurus scansor,-49.091666,-27.058333,Hasui
Scytalopus speluncae,-49.091666,-27.058333,Hasui
Lipaugus ater,-49.091666,-27.058333,Hasui
Tinamus solitarius,-49.091666,-27.058333,Hasui
Cranioleuca pallida,-46.6167,-23.65,Hasui
Picumnus temminckii,-46.6589,-23.587,Hasui
Campephilus robustus,-47.1,-22.8167,Hasui
Mionectes rufiventris,-47.1,-22.8167,Hasui
Haplospiza unicolor,-47.1,-22.8167,Hasui
Tinamus solitarius,-46.9,-24.2333,Hasui
Amazona brasiliensis,-46.9,-24.2333,Hasui
Phylloscartes paulista,-46.9,-24.2333,Hasui
Lipaugus lanioides,-46.9,-24.2333,Hasui
Pseudastur polionotus,-46.9,-24.2333,Hasui
Cranioleuca pallida,-46.7324,-23.6751,Hasui
Picumnus temminckii,-46.7211,-23.632,Hasui
Cranioleuca pallida,-46.4434,-23.5526,Hasui
Haplospiza unicolor,-46.7499,-23.5135,Hasui
Cranioleuca pallida,-46.7519,-23.6152,Hasui
Cranioleuca pallida,-46.7343,-23.7656,Hasui
Cranioleuca pallida,-46.7307,-23.5846,Hasui
Cranioleuca pallida,-46.7133,-23.8682,Hasui
Mionectes rufiventris,-46.7343,-23.7656,Hasui
Mionectes rufiventris,-46.7133,-23.8682,Hasui
Myrmoderus loricatus,-48.3656,-24.3053,Hasui
Rhopias gularis,-48.3656,-24.3053,Hasui
Cichlocolaptes leucophrus,-48.3656,-24.3053,Hasui
Philydor atricapillus,-48.3656,-24.3053,Hasui
Schiffornis virescens,-48.3656,-24.3053,Hasui
Hemitriccus obsoletus,-48.3656,-24.3053,Hasui
Mionectes rufiventris,-48.3656,-24.3053,Hasui
Heliobletus contaminatus,-48.3656,-24.3053,Hasui
Drymophila ochropyga,-48.3656,-24.3053,Hasui
Haplospiza unicolor,-48.3656,-24.3053,Hasui
Sclerurus scansor,-48.3656,-24.3053,Hasui
Ilicura militaris,-48.3656,-24.3053,Hasui
Anabazenops fuscus,-48.3656,-24.3053,Hasui
Drymophila ferruginea,-48.3656,-24.3053,Hasui
Carpornis cucullata,-48.4089,-24.2667,Hasui
Cranioleuca pallida,-46.4271,-23.5069,Hasui
Cranioleuca pallida,-46.8452,-23.611,Hasui
Picumnus temminckii,-46.7133,-23.8682,Hasui
Carpornis cucullata,-48.3656,-24.3053,Hasui
Haplospiza unicolor,-48.4194,-24.3133,Hasui
Anabazenops fuscus,-48.4194,-24.3133,Hasui
Schiffornis virescens,-48.4194,-24.3133,Hasui
Rhopias gularis,-48.4194,-24.3133,Hasui
Mionectes rufiventris,-48.4194,-24.3133,Hasui
Sclerurus scansor,-48.4194,-24.3133,Hasui
Ilicura militaris,-48.4194,-24.3133,Hasui
Myrmoderus loricatus,-48.4194,-24.3133,Hasui
Ramphodon naevius,-48.4194,-24.3133,Hasui
Lipaugus lanioides,-48.4194,-24.3133,Hasui
Philydor atricapillus,-48.4194,-24.3133,Hasui
Cichlocolaptes leucophrus,-48.4194,-24.3133,Hasui
Anabacerthia lichtensteini,-48.4194,-24.3133,Hasui
Phylloscartes oustaleti,-48.4194,-24.3133,Hasui
Cranioleuca pallida,-46.7076,-23.64,Hasui
Pteroglossus bailloni,-48.4194,-24.3133,Hasui
Carpornis cucullata,-48.4103,-24.2758,Hasui
Haplospiza unicolor,-48.4103,-24.2758,Hasui
Schiffornis virescens,-48.4103,-24.2758,Hasui
Hemitriccus obsoletus,-48.4103,-24.2758,Hasui
Mionectes rufiventris,-48.4103,-24.2758,Hasui
Heliobletus contaminatus,-48.4103,-24.2758,Hasui
Ilicura militaris,-48.4103,-24.2758,Hasui
Dysithamnus xanthopterus,-48.4103,-24.2758,Hasui
Anabazenops fuscus,-48.4103,-24.2758,Hasui
Odontophorus capueira,-47.9622,-25.1084,Hasui
Tinamus solitarius,-47.9622,-25.1084,Hasui
Touit melanonotus,-46.0667,-23,Hasui
Campephilus robustus,-46.0667,-23,Hasui
Haplospiza unicolor,-48.4111,-24.2778,Hasui
Schiffornis virescens,-48.4111,-24.2778,Hasui
Rhopias gularis,-48.4111,-24.2778,Hasui
Rhopias gularis,-48.4103,-24.2758,Hasui
Odontophorus capueira,-47.0008,-24.3131,Hasui
Tinamus solitarius,-47.0008,-24.3131,Hasui
Tinamus solitarius,-48.1167,-22.65,Hasui
Lipaugus lanioides,-48.1167,-22.65,Hasui
Pseudastur polionotus,-49.8167,-21.4833,Hasui
Pseudastur polionotus,-49.7833,-21.5,Hasui
Tinamus solitarius,-52.4833,-22.4,Hasui
Tinamus solitarius,-52.45,-22.45,Hasui
Tinamus solitarius,-52.2,-22.1833,Hasui
Tinamus solitarius,-48.1833,-22.65,Hasui
Lipaugus lanioides,-48.1833,-22.65,Hasui
Tinamus solitarius,-48.05,-22.5,Hasui
Lipaugus lanioides,-48.05,-22.5,Hasui
Tinamus solitarius,-47.9833,-22.5,Hasui
Lipaugus lanioides,-47.9833,-22.5,Hasui
Tinamus solitarius,-48.8833,-24.1333,Hasui
Tinamus solitarius,-49.1167,-24.2333,Hasui
Tinamus solitarius,-49.2,-24.2333,Hasui
Tinamus solitarius,-46.35,-23.2667,Hasui
Hemitriccus obsoletus,-46.35,-23.2667,Hasui
Pseudastur polionotus,-46.35,-23.2667,Hasui
Heliobletus contaminatus,-47.0645,-23.7441,Hasui
Mionectes rufiventris,-47.0645,-23.7441,Hasui
Sclerurus scansor,-47.0645,-23.7441,Hasui
Heliobletus contaminatus,-47.0729,-23.7155,Hasui
Hemitriccus orbitatus,-47.0729,-23.7155,Hasui
Mionectes rufiventris,-47.0729,-23.7155,Hasui
Neopelma aurifrons,-47.0729,-23.7155,Hasui
Sclerurus scansor,-47.0729,-23.7155,Hasui
Schiffornis virescens,-47.0729,-23.7155,Hasui
Mionectes rufiventris,-47.0553,-23.75,Hasui
Mionectes rufiventris,-47.0457,-23.7679,Hasui
Heliobletus contaminatus,-47.0581,-23.7348,Hasui
Hemitriccus orbitatus,-47.0581,-23.7348,Hasui
Mionectes rufiventris,-47.0581,-23.7348,Hasui
Sclerurus scansor,-47.0581,-23.7348,Hasui
Schiffornis virescens,-47.0581,-23.7348,Hasui
Heliobletus contaminatus,-47.0672,-23.6939,Hasui
Hemitriccus orbitatus,-47.0672,-23.6939,Hasui
Haplospiza unicolor,-47.0672,-23.6939,Hasui
Mionectes rufiventris,-47.0672,-23.6939,Hasui
Schiffornis virescens,-47.0672,-23.6939,Hasui
Heliobletus contaminatus,-47.1147,-23.7281,Hasui
Hemitriccus orbitatus,-47.1147,-23.7281,Hasui
Neopelma aurifrons,-47.1147,-23.7281,Hasui
Schiffornis virescens,-47.1147,-23.7281,Hasui
Mionectes rufiventris,-47.0624,-23.738,Hasui
Heliobletus contaminatus,-47.0877,-23.715,Hasui
Mionectes rufiventris,-47.0877,-23.715,Hasui
Sclerurus scansor,-47.0877,-23.715,Hasui
Sclerurus scansor,-47.063,-23.7251,Hasui
Schiffornis virescens,-47.063,-23.7251,Hasui
Heliobletus contaminatus,-47.0925,-23.7149,Hasui
Mionectes rufiventris,-47.0925,-23.7149,Hasui
Sclerurus scansor,-47.0925,-23.7149,Hasui
Schiffornis virescens,-47.0925,-23.7149,Hasui
Heliobletus contaminatus,-47.073,-23.7377,Hasui
Haplospiza unicolor,-47.073,-23.7377,Hasui
Mionectes rufiventris,-47.073,-23.7377,Hasui
Sclerurus scansor,-47.073,-23.7377,Hasui
Schiffornis virescens,-47.073,-23.7377,Hasui
Heliobletus contaminatus,-47.081,-23.7017,Hasui
Mionectes rufiventris,-47.081,-23.7017,Hasui
Sclerurus scansor,-47.081,-23.7017,Hasui
Schiffornis virescens,-47.081,-23.7017,Hasui
Heliobletus contaminatus,-47.0721,-23.7083,Hasui
Heliobletus contaminatus,-46.9568,-23.6958,Hasui
Hemitriccus orbitatus,-46.9568,-23.6958,Hasui
Mionectes rufiventris,-46.9568,-23.6958,Hasui
Neopelma aurifrons,-46.9568,-23.6958,Hasui
Philydor atricapillus,-46.9568,-23.6958,Hasui
Sclerurus scansor,-46.9568,-23.6958,Hasui
Schiffornis virescens,-46.9568,-23.6958,Hasui
Heliobletus contaminatus,-46.9454,-23.7149,Hasui
Hemitriccus orbitatus,-46.9454,-23.7149,Hasui
Haplospiza unicolor,-46.9454,-23.7149,Hasui
Mionectes rufiventris,-46.9454,-23.7149,Hasui
Neopelma aurifrons,-46.9454,-23.7149,Hasui
Sclerurus scansor,-46.9454,-23.7149,Hasui
Schiffornis virescens,-46.9454,-23.7149,Hasui
Drymophila ochropyga,-46.9454,-23.7149,Hasui
Heliobletus contaminatus,-47.0722,-23.7245,Hasui
Mionectes rufiventris,-47.0722,-23.7245,Hasui
Sclerurus scansor,-47.0722,-23.7245,Hasui
Schiffornis virescens,-47.0722,-23.7245,Hasui
Heliobletus contaminatus,-47.1009,-23.7102,Hasui
Mionectes rufiventris,-47.1009,-23.7102,Hasui
Sclerurus scansor,-47.1009,-23.7102,Hasui
Schiffornis virescens,-47.1009,-23.7102,Hasui
Cranioleuca pallida,-47.0924,-23.6898,Hasui
Heliobletus contaminatus,-47.0924,-23.6898,Hasui
Mionectes rufiventris,-47.0924,-23.6898,Hasui
Schiffornis virescens,-47.0924,-23.6898,Hasui
Hemitriccus orbitatus,-46.9589,-23.6755,Hasui
Haplospiza unicolor,-46.9589,-23.6755,Hasui
Neopelma aurifrons,-46.9589,-23.6755,Hasui
Philydor atricapillus,-46.9589,-23.6755,Hasui
Sclerurus scansor,-46.9589,-23.6755,Hasui
Schiffornis virescens,-46.9589,-23.6755,Hasui
Tinamus solitarius,-47.2428,-23.9574,Hasui
Odontophorus capueira,-47.2428,-23.9574,Hasui
Picumnus temminckii,-47.2428,-23.9574,Hasui
Drymophila ferruginea,-47.2428,-23.9574,Hasui
Tinamus solitarius,-51.5,-22.6667,Hasui
Tinamus solitarius,-45.0833,-23.2833,Hasui
Odontophorus capueira,-45.0833,-23.2833,Hasui
Odontophorus capueira,-47.7833,-24.05,Hasui
Tinamus solitarius,-47.7833,-24.05,Hasui
Piprites pileata,-44.81,-23.3,Hasui
Amazona rhodocorytha,-44.5,-22.833333,Hasui
Piprites pileata,-45.59,-22.73,Hasui
Touit melanonotus,-47.966667,-25.133333,Hasui
Touit melanonotus,-47.42,-24.55,Hasui
Touit melanonotus,-44.766667,-23.35,Hasui
Touit melanonotus,-43.49,-22.94,Hasui
Touit melanonotus,-43.88,-22.64,Hasui
Amazona brasiliensis,-47.267675,-24.552825,Hasui
Amazona brasiliensis,-47.771302,-24.892756,Hasui
Amazona brasiliensis,-47.5,-24.666667,Hasui
Amazona brasiliensis,-47.833333,-24.5,Hasui
Amazona brasiliensis,-47.966667,-25.133333,Hasui
Amazona brasiliensis,-48.05,-25.25,Hasui
Amazona brasiliensis,-48.366667,-24.883333,Hasui
Onychorhynchus swainsoni,-48.4183939,-24.30527828,Hasui
Onychorhynchus swainsoni,-45.74227512,-23.66922835,Hasui
Onychorhynchus swainsoni,-46.23199734,-23.82034641,Hasui
Amazona brasiliensis,-47.25197797,-24.43831448,Hasui
Touit melanonotus,-47.25197797,-24.43831448,Hasui
Touit melanonotus,-48.4183939,-24.30527828,Hasui
Touit melanonotus,-48.11901075,-24.2213848,Hasui
Touit surdus,-48.4183939,-24.30527828,Hasui
Touit surdus,-45.35195519,-23.88467326,Hasui
Touit surdus,-45.98803073,-23.76309813,Hasui
Touit surdus,-45.74227512,-23.66922835,Hasui
Touit surdus,-46.23199734,-23.82034641,Hasui
Amazona brasiliensis,-46.94177219,-24.16323657,Hasui
Neopelma aurifrons,-44.68083,-22.71492,Hasui
Ramphodon naevius,-45.883333,-23.633333,Hasui
Ramphodon naevius,-48,-23.666667,Hasui
Ramphodon naevius,-47.821267,-24.733383,Hasui
Ramphodon naevius,-47.533333,-24.683333,Hasui
Odontophorus capueira,-45.883333,-23.633333,Hasui
Cichlocolaptes leucophrus,-48,-23.666667,Hasui
Neopelma aurifrons,-47.533333,-24.683333,Hasui
Hemitriccus orbitatus,-45.883333,-23.633333,Hasui
Mionectes rufiventris,-47.533333,-24.683333,Hasui
Mionectes rufiventris,-47.355183,-24.18295,Hasui
Phyllomyias virescens,-48,-23.666667,Hasui
Phyllomyias virescens,-45.883333,-23.633333,Hasui
Campephilus robustus,-48,-23.666667,Hasui
Picumnus temminckii,-48,-23.666667,Hasui
Picumnus temminckii,-47.533333,-24.683333,Hasui
Picumnus temminckii,-47.821267,-24.733383,Hasui
Picumnus temminckii,-45.883333,-23.633333,Hasui
Picumnus temminckii,-47.810217,-24.452717,Hasui
Ramphodon naevius,-46.3,-23.76666667,Hasui
Ramphodon naevius,-46.31666667,-23.86666667,Hasui
Ramphodon naevius,-46.61666667,-23.96666667,Hasui
Ramphodon naevius,-47.48333333,-24.36666667,Hasui
Ramphodon naevius,-47.4,-24.65,Hasui
Ramphodon naevius,-47.85,-21.31666667,Hasui
Ramphodon naevius,-47.31666667,-24.15,Hasui
Ramphodon naevius,-47.36666667,-24.2,Hasui
Ramphodon naevius,-47.61666667,-24.25,Hasui
Ramphodon naevius,-47.66666667,-24.16666667,Hasui
Ramphodon naevius,-47.75,-24.18333333,Hasui
Ramphodon naevius,-47.75,-24.21666667,Hasui
Ramphodon naevius,-47.81666667,-24.21666667,Hasui
Ramphodon naevius,-47.85,-24.26666667,Hasui
Ramphodon naevius,-47.85,-24.31666667,Hasui
Ramphodon naevius,-47.81666667,-24.33333333,Hasui
Ramphodon naevius,-47.55,-24.7,Hasui
Ramphodon naevius,-45.43333333,-23.58333333,Hasui
Ramphodon naevius,-45.86666667,-23.63333333,Hasui
Tinamus solitarius,-48,-23.66666667,Hasui
Ramphodon naevius,-45.86666667,-23.71666667,Hasui
Ramphodon naevius,-45.83333333,-23.75,Hasui
Ramphodon naevius,-44.93333333,-23.35,Hasui
Ramphodon naevius,-45.06666667,-23.43333333,Hasui
Ramphodon naevius,-45.11666667,-23.41666667,Hasui
Ramphodon naevius,-47.16666667,-24.03333333,Hasui
Ramphodon naevius,-47.21666667,-24.05,Hasui
Ramphodon naevius,-47.91666667,-25.08333333,Hasui
Ramphodon naevius,-48.13333333,-24.31666667,Hasui
Ramphodon naevius,-46.2,-23.88333333,Hasui
Ramphodon naevius,-47.01666667,-24.36666667,Hasui
Ramphodon naevius,-47.86666667,-24.58333333,Hasui
Ramphodon naevius,-47.76666667,-24.61666667,Hasui
Ramphodon naevius,-47.48333333,-24.66666667,Hasui
Ramphodon naevius,-47.5,-24.68333333,Hasui
Ramphodon naevius,-47.91666667,-24.18333333,Hasui
Ramphodon naevius,-47.93333333,-24.16666667,Hasui
Ramphodon naevius,-47.85,-24.88333333,Hasui
Ramphodon naevius,-47.68333333,-24.81666667,Hasui
Ramphodon naevius,-45.33333333,-23.85,Hasui
Ramphodon naevius,-45.93333333,-23.71666667,Hasui
Ramphodon naevius,-45.9,-23.76666667,Hasui
Ramphodon naevius,-44.83333333,-23.33333333,Hasui
Ramphodon naevius,-44.81666667,-23.35,Hasui
Ramphodon naevius,-44.93333333,-23.33333333,Hasui
Ramphodon naevius,-45.06666667,-23.38333333,Hasui
Ramphodon naevius,-45.11666667,-23.5,Hasui
Ramphodon naevius,-45.2,-23.48333333,Hasui
Ramphodon naevius,-45.11666667,-23.46666667,Hasui
Ramphodon naevius,-48.11666667,-24.95,Hasui
Ramphodon naevius,-48.41666667,-24.3,Hasui
Ramphodon naevius,-45.66666667,-23.63333333,Hasui
Ramphodon naevius,-48.06666667,-24.23333333,Hasui
Jacamaralcyon tridactyla,-48.31666667,-21.26666667,Hasui
Jacamaralcyon tridactyla,-48.4,-22.78333333,Hasui
Jacamaralcyon tridactyla,-49.66666667,-21.93333333,Hasui
Jacamaralcyon tridactyla,-49.53333333,-22.05,Hasui
Jacamaralcyon tridactyla,-52.65,-22.23333333,Hasui
Jacamaralcyon tridactyla,-51,-22.75,Hasui
Jacamaralcyon tridactyla,-47.6,-23.41666667,Hasui
Jacamaralcyon tridactyla,-47.9,-23.55,Hasui
Jacamaralcyon tridactyla,-44.53333333,-22.63333333,Hasui
Jacamaralcyon tridactyla,-45.18333333,-22.6,Hasui
Tinamus solitarius,-48.15,-22.66666667,Hasui
Pteroglossus bailloni,-48.15,-22.66666667,Hasui
Pteroglossus bailloni,-47.06666667,-22.9,Hasui
Pteroglossus bailloni,-47.63333333,-22.7,Hasui
Pteroglossus bailloni,-47.6,-22.85,Hasui
Pteroglossus bailloni,-46.31666667,-23.86666667,Hasui
Pteroglossus bailloni,-47.36666667,-24.2,Hasui
Pteroglossus bailloni,-47.5,-24.31666667,Hasui
Pteroglossus bailloni,-47.61666667,-24.25,Hasui
Pteroglossus bailloni,-47.66666667,-24.16666667,Hasui
Pteroglossus bailloni,-47.75,-24.18333333,Hasui
Pteroglossus bailloni,-47.75,-24.21666667,Hasui
Pteroglossus bailloni,-47.81666667,-24.21666667,Hasui
Pteroglossus bailloni,-47.8,-24.4,Hasui
Pteroglossus bailloni,-45.41666667,-23.61666667,Hasui
Pteroglossus bailloni,-45,-23.4,Hasui
Pteroglossus bailloni,-45.06666667,-23.43333333,Hasui
Pteroglossus bailloni,-47.78333333,-20.33333333,Hasui
Pteroglossus bailloni,-47.9,-23.55,Hasui
Tinamus solitarius,-49.61666667,-22.05,Hasui
Pteroglossus bailloni,-48.86666667,-24.6,Hasui
Pteroglossus bailloni,-48.58333333,-24.58333333,Hasui
Pteroglossus bailloni,-44.83333333,-22.66666667,Hasui
Pteroglossus bailloni,-45.18333333,-22.6,Hasui
Pteroglossus bailloni,-44.6,-22.76666667,Hasui
Pteroglossus bailloni,-49.65,-22.4,Hasui
Pteroglossus bailloni,-47.01666667,-24.36666667,Hasui
Pteroglossus bailloni,-47.91666667,-24.18333333,Hasui
Pteroglossus bailloni,-47.93333333,-24.16666667,Hasui
Pteroglossus bailloni,-45.45,-23.56666667,Hasui
Pteroglossus bailloni,-45.06666667,-23.38333333,Hasui
Pteroglossus bailloni,-45.11666667,-23.41666667,Hasui
Pteroglossus bailloni,-47.16666667,-24.03333333,Hasui
Pteroglossus bailloni,-47.98333333,-24.05,Hasui
Pteroglossus bailloni,-48.41666667,-24.26666667,Hasui
Pteroglossus bailloni,-48.41666667,-24.3,Hasui
Pteroglossus bailloni,-48.35,-24.3,Hasui
Pteroglossus bailloni,-45.23333333,-22.56666667,Hasui
Pteroglossus bailloni,-45.11666667,-23.5,Hasui
Pteroglossus bailloni,-45.66666667,-23.63333333,Hasui
Pteroglossus bailloni,-46.65,-23.43333333,Hasui
Pteroglossus bailloni,-48.23333333,-24.3,Hasui
Piculus aurulentus,-48.4,-22.78333333,Hasui
Piculus aurulentus,-46.3,-23.76666667,Hasui
Piculus aurulentus,-46.38333333,-23.76666667,Hasui
Piculus aurulentus,-46.61666667,-23.96666667,Hasui
Piculus aurulentus,-45.86666667,-23.63333333,Hasui
Piculus aurulentus,-45.96666667,-23.31666667,Hasui
Piculus aurulentus,-45.13333333,-23.36666667,Hasui
Piculus aurulentus,-47.6,-23.41666667,Hasui
Piculus aurulentus,-48,-24.03333333,Hasui
Piculus aurulentus,-49.33333333,-24.11666667,Hasui
Piculus aurulentus,-45.18333333,-22.6,Hasui
Piculus aurulentus,-44.6,-22.76666667,Hasui
Piculus aurulentus,-44.36666667,-22.78333333,Hasui
Piculus aurulentus,-45.11666667,-23.35,Hasui
Piculus aurulentus,-46.65,-23.43333333,Hasui
Piculus aurulentus,-47.96666667,-24.06666667,Hasui
Piculus aurulentus,-47.98333333,-24.05,Hasui
Piculus aurulentus,-49.06666667,-24.05,Hasui
Piculus aurulentus,-49.15,-24.35,Hasui
Piculus aurulentus,-48.58333333,-24.41666667,Hasui
Piculus aurulentus,-48.41666667,-24.26666667,Hasui
Piculus aurulentus,-48.35,-24.3,Hasui
Piculus aurulentus,-45.45,-22.71666667,Hasui
Piculus aurulentus,-44.61666667,-22.71666667,Hasui
Piculus aurulentus,-44.61666667,-22.73333333,Hasui
Piculus aurulentus,-45.23333333,-22.56666667,Hasui
Piculus aurulentus,-45.46666667,-22.71666667,Hasui
Piculus aurulentus,-45.48333333,-22.68333333,Hasui
Piculus aurulentus,-45.66666667,-23.63333333,Hasui
Campephilus robustus,-47.4,-21.43333333,Hasui
Campephilus robustus,-48.86666667,-22.96666667,Hasui
Campephilus robustus,-48.15,-22.66666667,Hasui
Campephilus robustus,-48.4,-22.78333333,Hasui
Campephilus robustus,-49.75,-21.66666667,Hasui
Campephilus robustus,-49.71666667,-21.33333333,Hasui
Campephilus robustus,-47.61666667,-24.25,Hasui
Campephilus robustus,-47.81666667,-24.21666667,Hasui
Campephilus robustus,-47.55,-24.7,Hasui
Campephilus robustus,-45.86666667,-23.71666667,Hasui
Campephilus robustus,-48.48333333,-20.95,Hasui
Campephilus robustus,-51.83333333,-21.86666667,Hasui
Campephilus robustus,-52.1,-21.76666667,Hasui
Tinamus solitarius,-46.85,-23.71666667,Hasui
Campephilus robustus,-50.86666667,-21.18333333,Hasui
Campephilus robustus,-50.31666667,-21.56666667,Hasui
Campephilus robustus,-47.41666667,-23.71666667,Hasui
Campephilus robustus,-47.6,-23.41666667,Hasui
Campephilus robustus,-47.9,-23.55,Hasui
Campephilus robustus,-51.5,-20.65,Hasui
Campephilus robustus,-48.11666667,-25.06666667,Hasui
Campephilus robustus,-48.58333333,-24.58333333,Hasui
Campephilus robustus,-45.58333333,-22.73333333,Hasui
Campephilus robustus,-44.6,-22.76666667,Hasui
Campephilus robustus,-47.73333333,-21.56666667,Hasui
Campephilus robustus,-47.58333333,-21.71666667,Hasui
Campephilus robustus,-47.35,-21.13333333,Hasui
Campephilus robustus,-48.55,-21.61666667,Hasui
Campephilus robustus,-48.48333333,-21.6,Hasui
Campephilus robustus,-47.46666667,-21.85,Hasui
Campephilus robustus,-47.51666667,-22.41666667,Hasui
Campephilus robustus,-47.48333333,-22.35,Hasui
Campephilus robustus,-47.31666667,-22.26666667,Hasui
Campephilus robustus,-47.23333333,-22.25,Hasui
Campephilus robustus,-47.86666667,-22.13333333,Hasui
Campephilus robustus,-47.1,-22.83333333,Hasui
Campephilus robustus,-47.78333333,-22.41666667,Hasui
Campephilus robustus,-49.56666667,-22.95,Hasui
Campephilus robustus,-47.5,-24.68333333,Hasui
Campephilus robustus,-47.91666667,-24.18333333,Hasui
Campephilus robustus,-47.93333333,-24.16666667,Hasui
Campephilus robustus,-47.85,-24.88333333,Hasui
Campephilus robustus,-47.75,-24.81666667,Hasui
Campephilus robustus,-45.33333333,-23.85,Hasui
Campephilus robustus,-44.93333333,-23.33333333,Hasui
Campephilus robustus,-45.06666667,-23.38333333,Hasui
Campephilus robustus,-47.15,-20.6,Hasui
Campephilus robustus,-47.18333333,-20.61666667,Hasui
Campephilus robustus,-52.16666667,-22.61666667,Hasui
Campephilus robustus,-51.03333333,-21.11666667,Hasui
Campephilus robustus,-51.25,-21.05,Hasui
Campephilus robustus,-47.16666667,-24.03333333,Hasui
Campephilus robustus,-47.96666667,-24.06666667,Hasui
Campephilus robustus,-47.98333333,-24.05,Hasui
Campephilus robustus,-50.73333333,-20.95,Hasui
Campephilus robustus,-50.45,-20.93333333,Hasui
Campephilus robustus,-48.35,-24.96666667,Hasui
Campephilus robustus,-47.926512,-25.000749,Hasui
Campephilus robustus,-47.91666667,-25.08333333,Hasui
Campephilus robustus,-48.86666667,-24.06666667,Hasui
Campephilus robustus,-48.41666667,-24.26666667,Hasui
Campephilus robustus,-48.41666667,-24.3,Hasui
Campephilus robustus,-47.23333333,-21.36666667,Hasui
Tinamus solitarius,-46.46666667,-23.9,Hasui
Dysithamnus xanthopterus,-46.61666667,-23.96666667,Hasui
Dysithamnus xanthopterus,-47.5,-24.31666667,Hasui
Dysithamnus xanthopterus,-45.86666667,-23.63333333,Hasui
Dysithamnus xanthopterus,-44.6,-22.76666667,Hasui
Dysithamnus xanthopterus,-44.36666667,-22.78333333,Hasui
Dysithamnus xanthopterus,-47.95,-24.06666667,Hasui
Dysithamnus xanthopterus,-47.98333333,-24.05,Hasui
Dysithamnus xanthopterus,-48.41666667,-24.26666667,Hasui
Dysithamnus xanthopterus,-45.51666667,-22.76666667,Hasui
Dysithamnus xanthopterus,-44.8,-22.4,Hasui
Dysithamnus xanthopterus,-45.23333333,-22.56666667,Hasui
Dysithamnus xanthopterus,-45.43333333,-22.65,Hasui
Dysithamnus xanthopterus,-45.66666667,-22.63333333,Hasui
Myrmotherula unicolor,-46.3,-23.76666667,Hasui
Myrmotherula unicolor,-46.41666667,-23.88333333,Hasui
Myrmotherula unicolor,-46.61666667,-23.96666667,Hasui
Myrmotherula unicolor,-47.48333333,-24.36666667,Hasui
Myrmotherula unicolor,-47.23333333,-24.26666667,Hasui
Myrmotherula unicolor,-47.01666667,-24.36666667,Hasui
Myrmotherula unicolor,-47.41666667,-24.63333333,Hasui
Myrmotherula unicolor,-47.4,-24.65,Hasui
Myrmotherula unicolor,-47.46666667,-24.68333333,Hasui
Myrmotherula unicolor,-47.5,-24.63333333,Hasui
Myrmotherula unicolor,-47.65,-24.13333333,Hasui
Myrmotherula unicolor,-47.66666667,-24.16666667,Hasui
Myrmotherula unicolor,-47.75,-24.18333333,Hasui
Myrmotherula unicolor,-47.75,-24.21666667,Hasui
Myrmotherula unicolor,-47.81666667,-24.21666667,Hasui
Myrmotherula unicolor,-47.85,-24.26666667,Hasui
Myrmotherula unicolor,-47.83333333,-24.3,Hasui
Myrmotherula unicolor,-47.81666667,-24.33333333,Hasui
Myrmotherula unicolor,-47.8,-24.4,Hasui
Myrmotherula unicolor,-45.86666667,-23.71666667,Hasui
Myrmotherula unicolor,-45.83333333,-23.75,Hasui
Myrmotherula unicolor,-47.86666667,-24.58333333,Hasui
Myrmotherula unicolor,-47.76666667,-24.61666667,Hasui
Myrmotherula unicolor,-47.48333333,-24.66666667,Hasui
Myrmotherula unicolor,-47.5,-24.68333333,Hasui
Myrmotherula unicolor,-47.91666667,-24.18333333,Hasui
Myrmotherula unicolor,-47.93333333,-24.16666667,Hasui
