species,lon,lat,source
Phylloscartes difficilis,-48.9419,-25.309,gbif
Phylloscartes difficilis,-45.5838,-22.7614,gbif
Picumnus temminckii,-45.8409,-23.0622,gbif
Anabacerthia lichtensteini,-55.69,-25.74,gbif
Schiffornis virescens,-44.7959,-22.3525,gbif
Pyrrhura cruentata,-39.0674,-16.4361,gbif
Terenura maculata,-45.1693,-23.4695,gbif
Cranioleuca pallida,-44.54,-22.3297,gbif
Tinamus solitarius,-54.4324,-25.6572,gbif
Picumnus temminckii,-56.2167,-25.8333,gbif
Schiffornis virescens,-44.838,-23.1898,gbif
Schiffornis virescens,-44.7525,-22.4657,gbif
Terenura maculata,-39.2661,-13.8292,gbif
Phylloscartes paulista,-44.6091,-22.436,gbif
Haplospiza unicolor,-45.9997,-22.2191,gbif
Sclerurus scansor,-50.0789,-29.1597,gbif
Drymophila rubricollis,-54.1079,-26.0091,gbif
Picumnus temminckii,-55.0085,-28.0032,gbif
Schiffornis virescens,-44.2609,-20.8584,gbif
Picumnus temminckii,-47.1574,-24.0096,gbif
Scytalopus speluncae,-45.1688,-22.3417,gbif
Schiffornis virescens,-44.5311,-22.4149,gbif
Automolus lammi,-34.9578,-6.99795,gbif
Drymophila genei,-45.642,-22.6797,gbif
Ramphodon naevius,-49.157,-27.1061,gbif
Hemitriccus orbitatus,-45.2593,-23.5409,gbif
Pteroglossus bailloni,-54.0274,-27.1383,gbif
Cranioleuca pallida,-45.5367,-22.5832,gbif
Thlypopsis pyrrhocoma,-51.1483,-23.6724,gbif
Saltator fuliginosus,-48.8116,-25.0999,gbif
Cotinga maculata,-39.1359,-16.3583,gbif
Picumnus temminckii,-47.9647,-24.0658,gbif
Lipaugus lanioides,-47.4026,-24.0427,gbif
Pteroglossus bailloni,-54.0716,-25.5889,gbif
Haplospiza unicolor,-50.6742,-28.3889,gbif
Arremon semitorquatus,-48.2981,-25.1841,gbif
Anabacerthia lichtensteini,-46.0298,-22.876,gbif
Ramphodon naevius,-44.79,-23.2184,gbif
Picumnus temminckii,-49.4331,-23.6975,gbif
Hemitriccus obsoletus,-45.3718,-22.5483,gbif
Cranioleuca pallida,-43.0052,-22.3589,gbif
Saltator fuliginosus,-47.4923,-23.9951,gbif
Cichlocolaptes leucophrus,-44.7675,-23.1969,gbif
Drymophila genei,-44.7358,-22.366,gbif
Odontophorus capueira,-54.4409,-25.7148,gbif
Carpornis cucullata,-49.6887,-28.6646,gbif
Sclerurus scansor,-46.1388,-23.7048,gbif
Arremon semitorquatus,-47.5623,-24.0045,gbif
Mionectes rufiventris,-45.2794,-22.5204,gbif
Tinamus solitarius,-49.0906,-27.0722,gbif
Cranioleuca pallida,-41.0051,-20.5116,gbif
Odontophorus capueira,-54.1746,-26.9155,gbif
Picumnus temminckii,-47.4269,-24.2675,gbif
Phacellodomus erythrophthalmus,-44.94,-23.3313,gbif
Cranioleuca pallida,-45.581,-22.7167,gbif
Heliobletus contaminatus,-48.4587,-24.2365,gbif
Mionectes rufiventris,-43.7052,-22.6001,gbif
Drymophila rubricollis,-45.0707,-23.4563,gbif
Pseudastur polionotus,-45.1639,-23.3197,gbif
Ilicura militaris,-45.7769,-23.6135,gbif
Anabazenops fuscus,-42.3277,-22.3193,gbif
Anabazenops fuscus,-42.9629,-22.3753,gbif
Haplospiza unicolor,-48.9584,-25.8538,gbif
Sclerurus scansor,-49.0737,-27.0051,gbif
Conopophaga cearae,-38.8902,-4.293,gbif
Phacellodomus erythrophthalmus,-44.538,-22.9969,gbif
Anabacerthia lichtensteini,-54.1005,-27.0437,gbif
Hemitriccus obsoletus,-48.2326,-22.1013,gbif
Drymophila ferruginea,-47.4087,-24.0712,gbif
Piculus aurulentus,-46.2889,-23.7674,gbif
Picumnus temminckii,-49.1474,-26.7664,gbif
Phylloscartes oustaleti,-48.4127,-24.2649,gbif
Anabacerthia lichtensteini,-48.5,-25.6333,gbif
Drymophila rubricollis,-48.4064,-24.2705,gbif
Piculus aurulentus,-44.8088,-23.2562,gbif
Mionectes rufiventris,-44.7599,-22.375,gbif
Picumnus temminckii,-54.4954,-25.6708,gbif
Touit surdus,-39.1343,-16.3557,gbif
Schiffornis virescens,-46.0451,-23.7048,gbif
Sclerurus scansor,-56.8389,-26.0956,gbif
Terenura maculata,-47.3229,-24.0279,gbif
Campephilus robustus,-56.43,-23.55,gbif
Hemitriccus orbitatus,-42.103,-22.1909,gbif
Rhopias gularis,-45.1695,-23.4861,gbif
Merulaxis ater,-42.4854,-22.3857,gbif
Schiffornis virescens,-49.7129,-25.4705,gbif
Scytalopus speluncae,-48.8464,-25.4668,gbif
Phyllomyias virescens,-47.1526,-24.0166,gbif
Cranioleuca pallida,-43.7605,-21.2386,gbif
Drymophila ferruginea,-47.4343,-24.0639,gbif
Mionectes rufiventris,-45.4642,-22.7723,gbif
Lipaugus lanioides,-46.9598,-23.6951,gbif
Mionectes rufiventris,-45.2989,-23.5575,gbif
Mionectes rufiventris,-50.7599,-24.0096,gbif
Ramphodon naevius,-45.1708,-23.5127,gbif
Picumnus temminckii,-54.5107,-25.6557,gbif
Terenura maculata,-47.8578,-23.9975,gbif
Rhopias gularis,-48.9557,-25.5856,gbif
Sclerurus scansor,-53.9595,-25.8598,gbif
Ramphodon naevius,-46.3287,-23.9618,gbif
Odontophorus capueira,-54.4583,-25.6761,gbif
Carpornis cucullata,-49.2819,-26.8045,gbif
Phylloscartes paulista,-48.057,-24.9924,gbif
Ramphodon naevius,-49.1014,-27.0344,gbif
Ramphodon naevius,-47.3016,-24.0112,gbif
Haplospiza unicolor,-49.5239,-26.6526,gbif
Cranioleuca pallida,-46.5814,-23.4052,gbif
Pteroglossus bailloni,-44.5917,-22.462,gbif
Picumnus temminckii,-46.6232,-24.0869,gbif
Neopelma chrysolophum,-43.5096,-20.0765,gbif
Cranioleuca pallida,-45.8246,-23.5743,gbif
Pteroglossus bailloni,-41.0044,-20.512,gbif
Thamnophilus ambiguus,-42.8156,-22.4213,gbif
Anabazenops fuscus,-41.0133,-20.6726,gbif
Ilicura militaris,-44.5046,-22.3119,gbif
Rhopias gularis,-45.1341,-23.4626,gbif
Lipaugus lanioides,-39.1359,-16.3583,gbif
Thlypopsis pyrrhocoma,-54.4383,-25.6425,gbif
Sclerurus scansor,-43.0157,-22.4532,gbif
Phylloscartes paulista,-47.4373,-24.0703,gbif
Merulaxis ater,-44.6088,-22.4377,gbif
Pseudastur polionotus,-47.9737,-24.1432,gbif
Terenura maculata,-45.0548,-23.4163,gbif
Ramphodon naevius,-41.3836,-20.6759,gbif
Carpornis cucullata,-43.2425,-22.4749,gbif
Odontophorus capueira,-48.1246,-24.7098,gbif
Picumnus temminckii,-54.2312,-27.3895,gbif
Schiffornis virescens,-44.8468,-23.1949,gbif
Carpornis cucullata,-44.8127,-23.1391,gbif
Phylloscartes oustaleti,-48.41,-24.2672,gbif
Ilicura militaris,-42.7391,-22.4216,gbif
Saltator fuliginosus,-47.3127,-24.0114,gbif
Campephilus robustus,-54.2326,-25.6749,gbif
Arremon semitorquatus,-46.5089,-23.1398,gbif
Cichlocolaptes leucophrus,-48.4175,-24.2645,gbif
Campephilus robustus,-43.5417,-21.1575,gbif
Mionectes rufiventris,-45.0131,-23.4037,gbif
Dysithamnus xanthopterus,-42.5703,-22.2125,gbif
Phyllomyias virescens,-44.8686,-22.2862,gbif
Pyrrhura cruentata,-39.3149,-17.1344,gbif
Picumnus temminckii,-49.7274,-22.3902,gbif
Phylloscartes paulista,-48.7337,-24.5224,gbif
Amazona brasiliensis,-48.4095,-24.2678,gbif
Drymophila genei,-44.5902,-22.3631,gbif
Heliobletus contaminatus,-44.3814,-22.7884,gbif
Cranioleuca pallida,-45.591,-22.7278,gbif
Rhopias gularis,-44.5792,-22.3529,gbif
Heliobletus contaminatus,-49.4641,-25.9162,gbif
Picumnus temminckii,-47.5625,-24.0042,gbif
Hemitriccus orbitatus,-48.9136,-25.3372,gbif
Myrmotherula urosticta,-39.1602,-14.2498,gbif
Thamnophilus ambiguus,-40.0294,-13.9077,gbif
Ilicura militaris,-46.2905,-23.7725,gbif
Myrmotherula unicolor,-48.4095,-24.2678,gbif
Thamnophilus ambiguus,-39.8982,-18.8621,gbif
Ilicura militaris,-45.1751,-23.512,gbif
Saltator fuliginosus,-44.742,-23.0917,gbif
Ramphodon naevius,-42.8603,-22.4796,gbif
Mionectes rufiventris,-46.7967,-24.1495,gbif
Saltator fuliginosus,-47.3511,-19.9774,gbif
Anabazenops fuscus,-42.5945,-22.2325,gbif
Picumnus temminckii,-48.1246,-24.7098,gbif
Hemitriccus orbitatus,-54.5474,-25.5121,gbif
Campephilus robustus,-48.7579,-25.2402,gbif
Sclerurus scansor,-51.4415,-29.6227,gbif
Myrmotherula unicolor,-45.0714,-23.3944,gbif
Tinamus solitarius,-48.4056,-24.2679,gbif
Cranioleuca pallida,-45.6568,-22.8526,gbif
Anabacerthia lichtensteini,-47.4029,-24.0435,gbif
Phacellodomus erythrophthalmus,-44.7111,-22.4564,gbif
Drymophila rubricollis,-42.4967,-22.3103,gbif
Thamnophilus ambiguus,-40.1894,-14.3449,gbif
Heliobletus contaminatus,-44.6099,-22.4442,gbif
Schiffornis virescens,-51.0748,-23.5086,gbif
Thlypopsis pyrrhocoma,-51.7177,-28.9892,gbif
Haplospiza unicolor,-54.2645,-26.6898,gbif
Haplospiza unicolor,-46.7506,-23.5128,gbif
Phylloscartes sylviolus,-47.4526,-24.0781,gbif
Anabacerthia lichtensteini,-54.4476,-25.6778,gbif
Schiffornis virescens,-45.4265,-22.6499,gbif
Haplospiza unicolor,-49.0156,-27.672,gbif
Pteroglossus bailloni,-42.7377,-22.4085,gbif
Carpornis cucullata,-43.2926,-22.4647,gbif
Myrmotherula unicolor,-47.4014,-24.0466,gbif
Cranioleuca pallida,-47.4511,-24.0776,gbif
Terenura maculata,-44.5382,-22.3932,gbif
Phacellodomus erythrophthalmus,-45.841,-23.0622,gbif
Schiffornis virescens,-51.3542,-26.0191,gbif
Scytalopus speluncae,-46.0278,-22.8791,gbif
Sclerurus scansor,-46.4817,-23.9427,gbif
Cranioleuca pallida,-46.6706,-23.6038,gbif
Drymophila ferruginea,-42.5746,-22.0787,gbif
Picumnus temminckii,-54.1934,-26.9704,gbif
Piculus aurulentus,-45.9552,-22.9108,gbif
Saltator fuliginosus,-46.4708,-20.3251,gbif
Drymophila ferruginea,-42.4977,-22.1314,gbif
Anabazenops fuscus,-45.6669,-22.8252,gbif
Neopelma chrysolophum,-42.5608,-22.2189,gbif
Drymophila ochropyga,-46.7432,-23.9858,gbif
Anabacerthia lichtensteini,-41.9183,-21.8766,gbif
Mionectes rufiventris,-48.9557,-25.5856,gbif
Schiffornis virescens,-49.6074,-24.3615,gbif
Sclerurus scansor,-43.1853,-19.9673,gbif
Thamnophilus ambiguus,-39.1064,-16.6616,gbif
Cranioleuca pallida,-42.5229,-22.3099,gbif
Pyrrhura cruentata,-39.9673,-16.3514,gbif
Tinamus solitarius,-44.8788,-23.3285,gbif
Anabazenops fuscus,-41.9585,-21.9549,gbif
Drymophila rubricollis,-54.1005,-27.0437,gbif
Carpornis cucullata,-48.6807,-24.5527,gbif
Odontophorus capueira,-54.1867,-26.976,gbif
Thamnophilus ambiguus,-39.5336,-15.1701,gbif
Anabacerthia lichtensteini,-48.273,-24.3088,gbif
Thamnophilus ambiguus,-44.5538,-22.2995,gbif
Heliobletus contaminatus,-49.3078,-26.3234,gbif
Heliobletus contaminatus,-45.0629,-23.4011,gbif
Odontophorus capueira,-43.8943,-22.9023,gbif
Tinamus solitarius,-39.341,-16.4838,gbif
Sclerurus scansor,-49.0572,-25.5927,gbif
Mionectes rufiventris,-48.4158,-24.2569,gbif
Thlypopsis pyrrhocoma,-54.4386,-25.6842,gbif
Rhopias gularis,-46.5854,-23.4043,gbif
Thlypopsis pyrrhocoma,-54.4692,-25.6447,gbif
Ilicura militaris,-40.8174,-20.5614,gbif
Schiffornis virescens,-45.06,-23.398,gbif
Campephilus robustus,-44.7629,-22.3757,gbif
Neopelma chrysolophum,-44.3905,-22.7764,gbif
Saltator fuliginosus,-45.7658,-23.6204,gbif
Philydor atricapillus,-45.0603,-23.3988,gbif
Thlypopsis pyrrhocoma,-54.0393,-27.0223,gbif
Schiffornis virescens,-49.1353,-26.5961,gbif
Neopelma chrysolophum,-44.2493,-20.8514,gbif
Phyllomyias virescens,-45.736,-22.9494,gbif
Philydor atricapillus,-43.2366,-22.5415,gbif
Thlypopsis pyrrhocoma,-55.9109,-27.3594,gbif
Thlypopsis pyrrhocoma,-42.4656,-22.4061,gbif
Heliobletus contaminatus,-45.5702,-22.7176,gbif
Terenura maculata,-44.5929,-22.417,gbif
Cranioleuca pallida,-42.5164,-22.3579,gbif
Thlypopsis pyrrhocoma,-53.8887,-26.7307,gbif
Campephilus robustus,-54.2645,-26.6898,gbif
Ilicura militaris,-45.0908,-20.8169,gbif
Campephilus robustus,-45.0689,-22.1022,gbif
Thlypopsis pyrrhocoma,-46.0669,-22.8521,gbif
Odontophorus capueira,-42.4122,-22.336,gbif
Phacellodomus erythrophthalmus,-47.1627,-23.5273,gbif
Picumnus temminckii,-54.4898,-25.6106,gbif
Campephilus robustus,-48.4097,-24.2679,gbif
Myrmotherula urosticta,-39.2365,-15.2534,gbif
Phacellodomus erythrophthalmus,-42.9225,-22.441,gbif
Phacellodomus erythrophthalmus,-43.0876,-22.3093,gbif
Merulaxis ater,-45.1802,-23.3356,gbif
Pseudastur polionotus,-45.3588,-23.8377,gbif
Drymophila genei,-45.2797,-22.5295,gbif
Platyrinchus leucoryphus,-47.4082,-24.0683,gbif
Drymophila ferruginea,-48.4625,-25.3159,gbif
Phylloscartes oustaleti,-42.5572,-22.3759,gbif
Schiffornis virescens,-54.1388,-26.8933,gbif
Arremon semitorquatus,-43.6525,-22.4233,gbif
Schiffornis virescens,-48.6416,-26.0885,gbif
Mionectes rufiventris,-57.459,-22.399,gbif
Mionectes rufiventris,-44.402,-21.593,gbif
Sclerurus scansor,-44.6778,-23.3348,gbif
Scytalopus speluncae,-42.5739,-22.3594,gbif
Carpornis cucullata,-48.8078,-27.052,gbif
Cranioleuca pallida,-45.1693,-23.4697,gbif
Heliobletus contaminatus,-48.9829,-25.4966,gbif
Thamnophilus ambiguus,-42.696,-22.8976,gbif
Picumnus temminckii,-54.4692,-25.6218,gbif
Rhopias gularis,-47.413,-24.0551,gbif
Mionectes rufiventris,-45.8896,-23.6542,gbif
Odontophorus capueira,-48.9312,-26.1906,gbif
Mionectes rufiventris,-50.6056,-24.298,gbif
Odontophorus capueira,-48.7574,-25.2405,gbif
Hemitriccus obsoletus,-42.7709,-22.4509,gbif
Cranioleuca pallida,-46.509,-20.3241,gbif
Carpornis cucullata,-45.1384,-23.3459,gbif
Piculus aurulentus,-47.9941,-24.0612,gbif
Piculus aurulentus,-54.1774,-27.0043,gbif
Philydor atricapillus,-44.5311,-22.4149,gbif
Cranioleuca pallida,-40.7228,-20.4288,gbif
Anabazenops fuscus,-43.9017,-21.7376,gbif
Pyrrhura cruentata,-40.3343,-14.6084,gbif
Ilicura militaris,-42.7621,-22.4228,gbif
Odontophorus capueira,-57.48,-22.83,gbif
Mionectes rufiventris,-44.2715,-20.9953,gbif
Picumnus temminckii,-48.4503,-23.3691,gbif
Philydor atricapillus,-45.3538,-23.8014,gbif
Lipaugus lanioides,-39.1698,-16.3876,gbif
Mionectes rufiventris,-46.6554,-23.3324,gbif
Campephilus robustus,-54.2179,-26.8681,gbif
Cranioleuca pallida,-44.6082,-22.4389,gbif
Conopophaga cearae,-38.9472,-4.21415,gbif
Saltator fuliginosus,-47.4349,-24.0629,gbif
Rhopias gularis,-44.383,-22.7792,gbif
Pteroglossus bailloni,-55.6833,-24.7333,gbif
Drymophila rubricollis,-55.8,-26.43,gbif
Ilicura militaris,-43.5944,-19.0231,gbif
Myrmoderus loricatus,-42.7726,-22.4528,gbif
Mionectes rufiventris,-44.4829,-22.3156,gbif
Rhopias gularis,-46.9577,-23.8437,gbif
Scytalopus speluncae,-47.5641,-24.0155,gbif
Drymophila ochropyga,-44.7246,-22.3648,gbif
Anabacerthia amaurotis,-47.5637,-24.0069,gbif
Sclerurus scansor,-43.0934,-22.4622,gbif
Drymophila rubricollis,-53.9692,-25.871,gbif
Pseudastur polionotus,-48.4095,-24.2678,gbif
Carpornis cucullata,-48.4229,-24.2858,gbif
Cranioleuca pallida,-45.2254,-22.5693,gbif
Platyrinchus leucoryphus,-54.4336,-25.6902,gbif
Scytalopus speluncae,-44.5902,-22.3631,gbif
Drymophila ochropyga,-43.4855,-20.0974,gbif
Phylloscartes sylviolus,-47.4458,-24.0876,gbif
Picumnus temminckii,-54.5502,-25.6008,gbif
Picumnus temminckii,-49.1013,-27.1225,gbif
Rhopias gularis,-45.8723,-23.5168,gbif
Merulaxis ater,-45.1222,-23.3575,gbif
Ilicura militaris,-42.7766,-22.2681,gbif
Cranioleuca pallida,-46.7543,-23.693,gbif
Neopelma aurifrons,-40.5881,-19.9397,gbif
Platyrinchus leucoryphus,-44.6101,-22.4505,gbif
Cranioleuca pallida,-42.5581,-22.3455,gbif
Cranioleuca pallida,-42.4656,-22.4061,gbif
Ramphodon naevius,-47.4088,-24.0715,gbif
Tinamus solitarius,-48.4097,-24.2672,gbif
Odontophorus capueira,-48.3424,-24.6067,gbif
Sclerurus scansor,-50.35,-29.436,gbif
Picumnus temminckii,-54.4566,-25.6906,gbif
Xipholena atropurpurea,-39.0541,-14.4265,gbif
Phylloscartes oustaleti,-48.4059,-24.1647,gbif
Drymophila ferruginea,-41.7786,-20.5997,gbif
Tinamus solitarius,-49.8209,-28.7059,gbif
Buteogallus lacernulatus,-48.7082,-25.3153,gbif
Sclerurus scansor,-42.4808,-22.1302,gbif
Notharchus swainsoni,-47.3052,-24.0106,gbif
Ilicura militaris,-43.0106,-16.8703,gbif
Schiffornis virescens,-47.5641,-24.0155,gbif
Haplospiza unicolor,-48.4125,-24.2666,gbif
Drymophila rubricollis,-48.4097,-24.2672,gbif
Cranioleuca pallida,-44.8398,-23.198,gbif
Hemitriccus orbitatus,-46.5293,-23.7784,gbif
Scytalopus pachecoi,-54.842,-27.0553,gbif
Saltator fuliginosus,-47.2961,-24.0105,gbif
Picumnus temminckii,-48.4625,-27.6306,gbif
Cotinga maculata,-39.2563,-16.4726,gbif
Schiffornis virescens,-55.6651,-26.638,gbif
Phyllomyias virescens,-45.5057,-22.6942,gbif
Haplospiza unicolor,-44.9875,-21.2296,gbif
Tinamus solitarius,-55.4833,-25.6333,gbif
Lipaugus lanioides,-39.5645,-15.3918,gbif
Mionectes rufiventris,-45.8311,-22.8771,gbif
Tinamus solitarius,-40.5261,-15.7903,gbif
Buteogallus lacernulatus,-46.5373,-23.6888,gbif
Mionectes rufiventris,-44.7739,-23.2243,gbif
Picumnus temminckii,-47.4532,-24.0291,gbif
Anabacerthia lichtensteini,-55.6651,-26.638,gbif
Thamnophilus ambiguus,-39.0163,-14.3003,gbif
Odontophorus capueira,-49.6707,-28.6485,gbif
Anabacerthia amaurotis,-49.2461,-26.3766,gbif
Scytalopus speluncae,-45.5043,-22.6933,gbif
Ilicura militaris,-41.2643,-20.3502,gbif
Drymophila ferruginea,-44.5505,-23.024,gbif
Ilicura militaris,-44.5406,-22.33,gbif
Thamnophilus ambiguus,-39.8619,-18.846800000000002,gbif
Saltator fuliginosus,-46.2987,-23.7871,gbif
Tinamus solitarius,-54.94,-25.76,gbif
Campephilus robustus,-47.4697,-22.2589,gbif
Heliobletus contaminatus,-49.0155,-25.385,gbif
Myrmoderus loricatus,-42.4776,-20.7203,gbif
Arremon semitorquatus,-44.5039,-22.4067,gbif
Mionectes rufiventris,-45.3701,-23.8345,gbif
Anabazenops fuscus,-46.1263,-23.0722,gbif
Terenura maculata,-47.3153,-24.0292,gbif
Saltator fuliginosus,-47.4503,-24.0758,gbif
Anabazenops fuscus,-46.2461,-23.141,gbif
Anabacerthia lichtensteini,-45.3588,-23.8377,gbif
Ilicura militaris,-41.0793,-20.6723,gbif
Heliobletus contaminatus,-42.4776,-20.7203,gbif
Picumnus temminckii,-48.7394,-25.8115,gbif
Arremon semitorquatus,-42.8654,-22.3572,gbif
Leptodon forbesi,-35.5283,-9.28158,gbif
Piculus aurulentus,-44.7462,-22.3661,gbif
Picumnus temminckii,-54.159,-26.9069,gbif
Picumnus temminckii,-47.9413,-24.3688,gbif
Piculus aurulentus,-47.1957,-23.8446,gbif
Cranioleuca pallida,-45.2799,-22.5521,gbif
Odontophorus capueira,-43.2322,-22.5668,gbif
Haplospiza unicolor,-49.3927,-28.1914,gbif
Thlypopsis pyrrhocoma,-51.9907,-26.7995,gbif
Piculus aurulentus,-46.5034,-23.8251,gbif
Cranioleuca pallida,-46.4785,-23.5837,gbif
Conopophaga cearae,-41.1881,-11.9045,gbif
Ramphodon naevius,-45.2302,-23.5309,gbif
Touit surdus,-41.2643,-20.3502,gbif
Haplospiza unicolor,-46.9415,-23.2617,gbif
Rhopias gularis,-46.2892,-23.7679,gbif
Notharchus swainsoni,-47.4923,-23.9951,gbif
Heliobletus contaminatus,-44.6196,-22.7173,gbif
Pseudastur polionotus,-44.8033,-23.2042,gbif
Phacellodomus erythrophthalmus,-42.5625,-22.076,gbif
Piculus aurulentus,-48.9077,-25.3339,gbif
Anabacerthia amaurotis,-42.4988,-22.3091,gbif
Campephilus robustus,-47.4988,-23.989,gbif
Ilicura militaris,-44.2516,-20.8495,gbif
Thlypopsis pyrrhocoma,-55.1208,-27.4902,gbif
Ilicura militaris,-46.4853,-20.3572,gbif
Drymophila ferruginea,-48.8289,-25.0792,gbif
Cichlocolaptes leucophrus,-44.8128,-23.1391,gbif
Cichlocolaptes leucophrus,-45.7764,-23.6137,gbif
Piculus aurulentus,-44.74,-23.2244,gbif
Piprites pileata,-44.6285,-22.3698,gbif
Rhopias gularis,-47.5624,-24.0046,gbif
Mionectes rufiventris,-45.6258,-22.8058,gbif
Amazona brasiliensis,-47.9182,-25.0678,gbif
Cichlocolaptes leucophrus,-49.0095,-26.871,gbif
Schiffornis virescens,-51.1696,-28.2321,gbif
Picumnus temminckii,-48.8289,-25.0792,gbif
Piprites pileata,-44.611,-22.4449,gbif
Haplospiza unicolor,-49.5504,-28.597,gbif
Pyrrhura griseipectus,-38.9471,-4.2165,gbif
Picumnus temminckii,-54.452,-25.6751,gbif
Picumnus temminckii,-48.5453,-27.6851,gbif
Ilicura militaris,-48.8936,-27.0992,gbif
Myrmoderus loricatus,-40.4784,-20.3012,gbif
Phacellodomus erythrophthalmus,-44.5284,-22.4335,gbif
Carpornis cucullata,-42.482,-22.3815,gbif
Anabacerthia amaurotis,-49.7515,-25.8591,gbif
Terenura maculata,-47.8098,-23.921,gbif
Haplospiza unicolor,-44.6383,-22.3966,gbif
Campephilus robustus,-41.0192,-20.4003,gbif
Odontophorus capueira,-54.1776,-27.0053,gbif
Rhopias gularis,-46.9629,-23.6941,gbif
Drymophila rubricollis,-44.5993,-22.4589,gbif
Heliobletus contaminatus,-48.2731,-24.308,gbif
Jacamaralcyon tridactyla,-42.6832,-21.9224,gbif
Anabacerthia amaurotis,-42.5577,-22.3759,gbif
Schiffornis virescens,-45.3588,-23.8377,gbif
Campephilus robustus,-43.9085,-21.7131,gbif
Ilicura militaris,-43.9325,-19.9145,gbif
Schiffornis virescens,-48.9434,-28.0857,gbif
Drymophila ferruginea,-46.2908,-23.7728,gbif
Hemitriccus obsoletus,-44.6917,-22.3787,gbif
Hemitriccus orbitatus,-43.2366,-22.5415,gbif
Drymophila ferruginea,-47.3052,-24.0106,gbif
Picumnus temminckii,-51.0858,-29.5418,gbif
Saltator maxillosus,-49.3337,-26.591,gbif
Ilicura militaris,-44.5767,-22.3555,gbif
Scytalopus speluncae,-44.744,-22.369,gbif
Terenura maculata,-40.705,-20.2778,gbif
Ramphodon naevius,-47.4857,-23.9288,gbif
Scytalopus speluncae,-45.8904,-22.6947,gbif
Scytalopus pachecoi,-53.9782,-25.8754,gbif
Anabazenops fuscus,-44.761,-22.3766,gbif
Odontophorus capueira,-40.5225,-15.7899,gbif
Picumnus temminckii,-48.4181,-24.3013,gbif
Picumnus temminckii,-54.4459,-25.6841,gbif
Myrmotherula unicolor,-47.4731,-24.0801,gbif
Schiffornis virescens,-48.7708,-25.2529,gbif
Campephilus robustus,-39.9765,-19.0577,gbif
Heliobletus contaminatus,-51.9863,-26.5127,gbif
Phylloscartes paulista,-47.4928,-23.9965,gbif
Saltator fuliginosus,-47.4553,-24.0787,gbif
Drymophila genei,-44.7252,-22.3651,gbif
Notharchus swainsoni,-44.1476,-22.9528,gbif
Saltator maxillosus,-49.0145,-27.6892,gbif
Mionectes rufiventris,-52.1476,-24.7044,gbif
Odontophorus capueira,-49.2461,-26.3766,gbif
Piculus aurulentus,-46.2927,-23.7734,gbif
Piculus aurulentus,-45.9808,-22.9073,gbif
Phacellodomus erythrophthalmus,-46.1207,-23.0944,gbif
Mionectes rufiventris,-43.9045,-19.95,gbif
Schiffornis virescens,-46.5428,-19.484,gbif
Terenura maculata,-45.3583,-23.8125,gbif
Heliobletus contaminatus,-45.1477,-22.5092,gbif
Philydor atricapillus,-44.1476,-22.953,gbif
Scytalopus speluncae,-44.8215,-23.1531,gbif
Mionectes rufiventris,-45.9426,-22.9037,gbif
Rhopias gularis,-45.9671,-22.9132,gbif
Picumnus temminckii,-54.5918,-25.6187,gbif
Mionectes rufiventris,-43.3419,-20.7937,gbif
Sclerurus scansor,-38.9492,-4.24823,gbif
Hemitriccus obsoletus,-49.2676,-26.4685,gbif
Schiffornis virescens,-44.9695,-21.3306,gbif
Saltator fuliginosus,-47.3159,-24.0203,gbif
Cranioleuca pallida,-44.7961,-22.3527,gbif
Arremon semitorquatus,-44.5072,-22.4338,gbif
Amazona rhodocorytha,-40.0913,-19.0169,gbif
Ramphodon naevius,-42.6033,-21.9478,gbif
Philydor atricapillus,-48.722,-24.567,gbif
Mionectes rufiventris,-46.4511,-23.8457,gbif
Mionectes rufiventris,-48.9694,-26.3155,gbif
Picumnus temminckii,-49.1392,-27.2136,gbif
Phylloscartes difficilis,-44.8044,-22.3547,gbif
Mionectes rufiventris,-47.6031,-15.561,gbif
Anabazenops fuscus,-42.5533,-22.3775,gbif
Phacellodomus erythrophthalmus,-45.073,-23.436,gbif
Dysithamnus xanthopterus,-43.2724,-22.9495,gbif
Heliobletus contaminatus,-47.9157,-24.0183,gbif
Notharchus swainsoni,-48.6293,-26.1216,gbif
Schiffornis virescens,-54.179,-26.9938,gbif
Picumnus temminckii,-47.204,-23.0976,gbif
Phylloscartes sylviolus,-48.5582,-25.8045,gbif
Drymophila ochropyga,-46.2485,-23.1439,gbif
Drymophila rubricollis,-45.9668,-22.8977,gbif
Cichlocolaptes leucophrus,-43.2425,-22.4749,gbif
Phacellodomus erythrophthalmus,-45.4642,-22.7723,gbif
Hemitriccus orbitatus,-42.764,-22.4857,gbif
Saltator fuliginosus,-42.7621,-22.4228,gbif
Thamnophilus ambiguus,-44.6242,-22.4066,gbif
Rhopias gularis,-46.6378,-23.4616,gbif
Carpornis cucullata,-45.8667,-23.6333,gbif
Cranioleuca pallida,-43.1731,-22.5027,gbif
Scytalopus speluncae,-41.3836,-20.6759,gbif
Picumnus temminckii,-46.4046,-23.5917,gbif
Ramphodon naevius,-47.0203,-24.3656,gbif
Piculus aurulentus,-49.3795,-25.4742,gbif
Ilicura militaris,-42.4796,-20.7217,gbif
Ilicura militaris,-40.2073,-14.365,gbif
Carpornis cucullata,-47.3525,-24.0302,gbif
Glaucis dohrnii,-39.1333,-16.3569,gbif
Amazona rhodocorytha,-39.3147,-17.1353,gbif
